month,store_id,product_id,total_units_sold,avg_inventory,turnover_ratio,turnover_group,movement
2022-06,S004,P0125,2435,125.9667,19.3305,2,"Medium Moving"
2022-06,S002,P0046,2665,137.8333,19.3349,2,"Medium Moving"
2022-06,S004,P0017,2625,135.7333,19.3394,2,"Medium Moving"
2022-06,S003,P0171,2733,141.2667,19.3464,2,"Medium Moving"
2022-06,S003,P0159,2697,139.2667,19.3657,2,"Medium Moving"
2022-06,S005,P0149,2706,139.5333,19.3932,2,"Medium Moving"
2022-06,S004,P0153,2861,147.3333,19.4186,2,"Medium Moving"
2022-06,S002,P0017,2772,142.6667,19.4299,2,"Medium Moving"
2022-06,S003,P0066,2670,137.3333,19.4417,2,"Medium Moving"
2022-06,S001,P0125,2825,145.1333,19.4649,2,"Medium Moving"
2022-06,S004,P0129,2877,147.8000,19.4655,2,"Medium Moving"
2022-06,S004,P0067,2767,141.9000,19.4996,2,"Medium Moving"
2022-06,S003,P0085,2524,129.2333,19.5306,2,"Medium Moving"
2022-06,S003,P0129,2737,139.6667,19.5967,2,"Medium Moving"
2022-06,S001,P0046,2829,144.3000,19.6050,2,"Medium Moving"
2022-06,S004,P0061,2847,145.1667,19.6119,2,"Medium Moving"
2022-06,S002,P0068,2698,137.5333,19.6171,2,"Medium Moving"
2022-06,S001,P0016,2799,142.6667,19.6192,2,"Medium Moving"
2022-06,S002,P0069,2875,146.5333,19.6201,2,"Medium Moving"
2022-06,S005,P0175,2807,142.9667,19.6339,2,"Medium Moving"
2022-06,S005,P0126,2625,133.6667,19.6384,2,"Medium Moving"
2022-06,S002,P0159,3163,160.9667,19.6500,2,"Medium Moving"
2022-06,S001,P0183,3043,154.7667,19.6619,2,"Medium Moving"
2022-06,S004,P0046,2801,142.2667,19.6884,2,"Medium Moving"
2022-06,S003,P0116,2693,136.7000,19.7001,2,"Medium Moving"
2022-06,S003,P0046,2787,141.3333,19.7193,2,"Medium Moving"
2022-06,S004,P0187,2716,137.6333,19.7336,2,"Medium Moving"
2022-06,S002,P0016,2968,150.4000,19.7340,2,"Medium Moving"
2022-06,S001,P0153,3075,155.3667,19.7919,3,"Fast Moving"
2022-06,S005,P0187,2785,140.6333,19.8033,3,"Fast Moving"
2022-06,S001,P0017,2439,122.9667,19.8346,3,"Fast Moving"
2022-06,S005,P0183,2563,129.2000,19.8375,3,"Fast Moving"
2022-06,S002,P0083,3041,152.9333,19.8845,3,"Fast Moving"
2022-06,S002,P0066,2701,135.7000,19.9042,3,"Fast Moving"
2022-06,S003,P0068,2473,124.1333,19.9221,3,"Fast Moving"
2022-06,S005,P0159,2748,137.7000,19.9564,3,"Fast Moving"
2022-06,S002,P0070,2741,137.1333,19.9878,3,"Fast Moving"
2022-06,S002,P0187,2799,139.8333,20.0167,3,"Fast Moving"
2022-06,S002,P0178,2909,145.3000,20.0206,3,"Fast Moving"
2022-06,S002,P0149,3070,153.1000,20.0523,3,"Fast Moving"
2022-06,S004,P0096,2712,135.0333,20.0839,3,"Fast Moving"
2022-06,S004,P0070,2649,131.7000,20.1139,3,"Fast Moving"
2022-06,S005,P0085,2746,136.4000,20.1320,3,"Fast Moving"
2022-06,S003,P0057,2917,144.5667,20.1775,3,"Fast Moving"
2022-06,S005,P0096,2925,144.9333,20.1817,3,"Fast Moving"
2022-06,S002,P0067,2950,145.9667,20.2101,3,"Fast Moving"
2022-06,S004,P0159,2428,120.0333,20.2277,3,"Fast Moving"
2022-06,S004,P0057,2885,141.6667,20.3647,3,"Fast Moving"
2022-06,S002,P0166,3446,169.2000,20.3664,3,"Fast Moving"
2022-06,S005,P0067,2963,145.0333,20.4298,3,"Fast Moving"
2022-06,S005,P0017,2560,125.2667,20.4364,3,"Fast Moving"
2022-06,S004,P0149,2689,131.3333,20.4746,3,"Fast Moving"
2022-06,S003,P0031,2770,135.2333,20.4831,3,"Fast Moving"
2022-06,S004,P0069,3015,146.7667,20.5428,3,"Fast Moving"
2022-06,S003,P0083,2762,134.1333,20.5915,3,"Fast Moving"
2022-06,S002,P0094,3384,163.7667,20.6635,3,"Fast Moving"
2022-06,S005,P0153,2891,139.3333,20.7488,3,"Fast Moving"
2022-06,S003,P0067,3130,150.2000,20.8389,3,"Fast Moving"
2022-06,S001,P0187,2954,141.7333,20.8420,3,"Fast Moving"
2022-06,S001,P0094,3431,164.6000,20.8445,3,"Fast Moving"
2022-06,S005,P0178,3166,151.2000,20.9392,3,"Fast Moving"
2022-06,S003,P0079,3016,144.0000,20.9444,3,"Fast Moving"
2022-06,S001,P0066,2767,132.1000,20.9463,3,"Fast Moving"
2022-06,S001,P0057,2891,137.9667,20.9543,3,"Fast Moving"
2022-06,S002,P0125,2954,140.5667,21.0149,3,"Fast Moving"
2022-06,S005,P0094,3382,160.2000,21.1111,3,"Fast Moving"
2022-06,S004,P0066,3078,144.7333,21.2667,3,"Fast Moving"
2022-06,S001,P0166,3417,160.4333,21.2986,3,"Fast Moving"
2022-06,S004,P0133,2877,134.9000,21.3269,3,"Fast Moving"
2022-06,S005,P0069,2837,132.8667,21.3522,3,"Fast Moving"
2022-06,S005,P0166,3463,161.0000,21.5093,3,"Fast Moving"
2022-06,S003,P0166,4191,194.8000,21.5144,3,"Fast Moving"
2022-06,S003,P0094,3786,174.9000,21.6467,3,"Fast Moving"
2022-06,S004,P0166,3607,166.3667,21.6810,3,"Fast Moving"
2022-06,S002,P0175,2861,129.4333,22.1040,3,"Fast Moving"
2022-06,S001,P0083,2659,119.5667,22.2386,3,"Fast Moving"
2022-06,S001,P0149,3230,144.6000,22.3375,3,"Fast Moving"
2022-06,S004,P0094,3702,164.7000,22.4772,3,"Fast Moving"
2022-07,S005,P0079,2486,139.9032,17.7694,1,"Slow Moving"
2022-07,S004,P0016,2579,144.1613,17.8897,1,"Slow Moving"
2022-07,S005,P0031,2398,132.3226,18.1224,1,"Slow Moving"
2022-07,S002,P0175,2560,140.5161,18.2185,1,"Slow Moving"
2022-07,S001,P0116,2867,155.7419,18.4087,1,"Slow Moving"
2022-07,S002,P0116,2737,148.2581,18.4611,1,"Slow Moving"
2022-07,S002,P0031,2474,133.3548,18.5520,1,"Slow Moving"
2022-07,S003,P0061,2643,142.3548,18.5663,1,"Slow Moving"
2022-07,S004,P0096,2877,154.9032,18.5729,1,"Slow Moving"
2022-07,S005,P0171,2418,129.7742,18.6324,1,"Slow Moving"
2022-07,S003,P0068,2407,128.7419,18.6963,1,"Slow Moving"
2022-07,S002,P0016,2910,155.5484,18.7080,1,"Slow Moving"
2022-07,S004,P0068,2516,133.4839,18.8487,1,"Slow Moving"
2022-07,S005,P0096,2734,144.6774,18.8972,1,"Slow Moving"
2022-07,S001,P0046,2849,150.5806,18.9201,1,"Slow Moving"
2022-07,S004,P0116,2576,135.9355,18.9502,1,"Slow Moving"
2022-07,S005,P0183,2712,142.7742,18.9950,1,"Slow Moving"
2022-07,S004,P0079,2541,133.4839,19.0360,1,"Slow Moving"
2022-07,S002,P0067,2677,140.5484,19.0468,1,"Slow Moving"
2022-07,S005,P0175,2462,128.8387,19.1092,1,"Slow Moving"
2022-07,S004,P0183,2724,142.4516,19.1223,1,"Slow Moving"
2022-07,S003,P0183,2407,125.7419,19.1424,1,"Slow Moving"
2022-07,S002,P0096,2985,155.7419,19.1663,1,"Slow Moving"
2022-07,S005,P0085,2643,137.7419,19.1881,1,"Slow Moving"
2022-07,S004,P0159,2798,145.7097,19.2026,1,"Slow Moving"
2022-07,S001,P0187,2571,133.6774,19.2329,1,"Slow Moving"
2022-07,S004,P0126,2808,145.8387,19.2541,1,"Slow Moving"
2022-07,S004,P0085,2837,147.0323,19.2951,1,"Slow Moving"
2022-07,S001,P0183,2928,151.7419,19.2959,1,"Slow Moving"
2022-07,S001,P0096,3046,157.8065,19.3021,1,"Slow Moving"
2022-07,S005,P0126,2851,147.5484,19.3225,1,"Slow Moving"
2022-07,S001,P0069,2469,127.4516,19.3721,1,"Slow Moving"
2022-07,S001,P0061,2792,144.0323,19.3845,1,"Slow Moving"
2022-07,S002,P0046,2913,150.2581,19.3866,1,"Slow Moving"
2022-07,S003,P0116,3092,159.3548,19.4032,1,"Slow Moving"
2022-07,S004,P0187,2967,152.1935,19.4949,1,"Slow Moving"
2022-07,S005,P0069,2842,145.6774,19.5089,1,"Slow Moving"
2022-07,S001,P0133,2918,149.4194,19.5289,1,"Slow Moving"
2022-07,S005,P0068,2709,138.4839,19.5618,1,"Slow Moving"
2022-07,S004,P0178,2816,143.7742,19.5863,1,"Slow Moving"
2022-07,S004,P0171,2973,151.6129,19.6091,1,"Slow Moving"
2022-07,S001,P0070,2675,136.2581,19.6319,1,"Slow Moving"
2022-07,S002,P0126,2825,143.8387,19.6401,1,"Slow Moving"
2022-07,S004,P0031,2764,140.7097,19.6433,1,"Slow Moving"
2022-07,S001,P0057,2763,140.4516,19.6723,1,"Slow Moving"
2022-07,S002,P0057,3059,155.4194,19.6822,1,"Slow Moving"
2022-07,S005,P0187,2945,149.5806,19.6884,1,"Slow Moving"
2022-07,S004,P0046,2947,149.6452,19.6933,1,"Slow Moving"
2022-07,S004,P0057,2980,151.2903,19.6972,1,"Slow Moving"
2022-07,S003,P0159,2644,134.1290,19.7124,1,"Slow Moving"
2022-07,S004,P0175,2970,150.6129,19.7194,2,"Medium Moving"
2022-07,S001,P0079,2915,147.8065,19.7217,2,"Medium Moving"
2022-07,S001,P0083,2772,140.3871,19.7454,2,"Medium Moving"
2022-07,S005,P0057,2645,133.8710,19.7578,2,"Medium Moving"
2022-07,S003,P0066,2798,141.5484,19.7671,2,"Medium Moving"
2022-07,S004,P0066,2856,144.3871,19.7802,2,"Medium Moving"
2022-07,S005,P0083,2661,134.4839,19.7868,2,"Medium Moving"
2022-07,S004,P0133,2820,142.3548,19.8097,2,"Medium Moving"
2022-07,S005,P0125,2708,136.6774,19.8131,2,"Medium Moving"
2022-07,S002,P0017,2877,144.8710,19.8591,2,"Medium Moving"
2022-07,S005,P0159,2692,135.4516,19.8743,2,"Medium Moving"
2022-07,S005,P0067,3035,152.6452,19.8827,2,"Medium Moving"
2022-07,S002,P0061,2775,139.4839,19.8948,2,"Medium Moving"
2022-07,S001,P0175,2635,132.4194,19.8989,2,"Medium Moving"
2022-07,S003,P0175,2368,119.0000,19.8992,2,"Medium Moving"
2022-07,S004,P0070,2737,137.2258,19.9452,2,"Medium Moving"
2022-07,S002,P0187,2745,137.6129,19.9473,2,"Medium Moving"
2022-07,S005,P0149,2731,136.9032,19.9484,2,"Medium Moving"
2022-07,S003,P0149,2888,144.4516,19.9929,2,"Medium Moving"
2022-07,S005,P0017,3045,152.2258,20.0032,2,"Medium Moving"
2022-07,S005,P0016,2953,147.3548,20.0401,2,"Medium Moving"
2022-07,S002,P0178,3008,149.9032,20.0663,2,"Medium Moving"
2022-07,S002,P0125,2741,136.4839,20.0830,2,"Medium Moving"
2022-07,S003,P0171,2548,126.6774,20.1141,2,"Medium Moving"
2022-07,S003,P0153,2869,142.5484,20.1265,2,"Medium Moving"
2022-07,S001,P0017,2910,144.4839,20.1407,2,"Medium Moving"
2022-07,S003,P0046,2794,138.5484,20.1662,2,"Medium Moving"
2022-07,S002,P0068,2669,132.2581,20.1802,2,"Medium Moving"
2022-07,S004,P0067,2672,132.3871,20.1832,2,"Medium Moving"
2022-07,S004,P0129,2711,134.1290,20.2119,2,"Medium Moving"
2022-07,S005,P0133,2717,134.1935,20.2469,2,"Medium Moving"
2022-07,S001,P0171,2711,133.7097,20.2753,2,"Medium Moving"
2022-07,S005,P0066,2774,136.7742,20.2816,2,"Medium Moving"
2022-07,S004,P0061,2689,132.4839,20.2968,2,"Medium Moving"
2022-07,S003,P0125,2932,144.3871,20.3065,2,"Medium Moving"
2022-07,S001,P0153,2918,143.6452,20.3139,2,"Medium Moving"
2022-07,S002,P0066,2808,138.1290,20.3288,2,"Medium Moving"
2022-07,S004,P0083,2659,130.7097,20.3428,2,"Medium Moving"
2022-07,S003,P0083,2993,146.9032,20.3740,2,"Medium Moving"
2022-07,S003,P0129,2856,140.1613,20.3765,2,"Medium Moving"
2022-07,S002,P0079,2505,122.9032,20.3819,2,"Medium Moving"
2022-07,S001,P0129,2826,138.6129,20.3877,2,"Medium Moving"
2022-07,S001,P0085,2973,145.7742,20.3946,2,"Medium Moving"
2022-07,S002,P0085,2671,130.8710,20.4094,2,"Medium Moving"
2022-07,S001,P0126,2692,131.7742,20.4289,2,"Medium Moving"
2022-07,S001,P0149,2888,141.2903,20.4402,2,"Medium Moving"
2022-07,S001,P0125,3067,150.0323,20.4423,2,"Medium Moving"
2022-07,S003,P0187,2793,136.6129,20.4446,2,"Medium Moving"
2022-07,S004,P0017,2840,138.8065,20.4601,2,"Medium Moving"
2022-07,S005,P0061,2951,144.0000,20.4931,2,"Medium Moving"
2022-07,S002,P0129,3111,151.7742,20.4976,3,"Fast Moving"
2022-07,S002,P0069,2928,142.5161,20.5450,3,"Fast Moving"
2022-07,S001,P0031,2745,133.1935,20.6091,3,"Fast Moving"
2022-07,S002,P0149,2776,134.6129,20.6221,3,"Fast Moving"
2022-07,S004,P0149,2738,132.6452,20.6415,3,"Fast Moving"
2022-07,S005,P0166,3459,167.0645,20.7046,3,"Fast Moving"
2022-07,S001,P0068,2634,127.0323,20.7349,3,"Fast Moving"
2022-07,S004,P0125,2785,133.6452,20.8388,3,"Fast Moving"
2022-07,S002,P0159,2893,138.6774,20.8614,3,"Fast Moving"
2022-07,S005,P0070,3058,146.2258,20.9129,3,"Fast Moving"
2022-07,S003,P0085,2612,124.8387,20.9230,3,"Fast Moving"
2022-07,S003,P0178,3028,144.6129,20.9387,3,"Fast Moving"
2022-07,S003,P0166,3668,174.9355,20.9677,3,"Fast Moving"
2022-07,S002,P0183,2791,133.0323,20.9799,3,"Fast Moving"
2022-07,S003,P0067,3187,151.4516,21.0430,3,"Fast Moving"
2022-07,S003,P0069,2732,129.8065,21.0467,3,"Fast Moving"
2022-07,S005,P0153,2805,133.1935,21.0596,3,"Fast Moving"
2022-07,S003,P0070,2846,134.9032,21.0966,3,"Fast Moving"
2022-07,S001,P0066,2996,141.6774,21.1466,3,"Fast Moving"
2022-07,S004,P0166,3510,165.9355,21.1528,3,"Fast Moving"
2022-07,S004,P0153,2933,138.6129,21.1596,3,"Fast Moving"
2022-07,S002,P0133,3068,144.4516,21.2389,3,"Fast Moving"
2022-07,S001,P0159,2579,121.2581,21.2687,3,"Fast Moving"
2022-07,S001,P0178,2968,139.2903,21.3080,3,"Fast Moving"
2022-07,S003,P0079,2931,137.2903,21.3489,3,"Fast Moving"
2022-07,S005,P0129,2765,129.4516,21.3593,3,"Fast Moving"
2022-07,S005,P0178,2971,138.8065,21.4039,3,"Fast Moving"
2022-07,S005,P0116,2596,121.0323,21.4488,3,"Fast Moving"
2022-07,S003,P0031,2989,139.2581,21.4637,3,"Fast Moving"
2022-07,S003,P0017,2917,135.9032,21.4638,3,"Fast Moving"
2022-07,S002,P0083,3158,147.1290,21.4642,3,"Fast Moving"
2022-07,S003,P0133,2773,128.9677,21.5015,3,"Fast Moving"
2022-07,S002,P0171,2980,138.5484,21.5087,3,"Fast Moving"
2022-07,S003,P0016,2852,132.4516,21.5324,3,"Fast Moving"
2022-07,S004,P0069,2863,132.8065,21.5577,3,"Fast Moving"
2022-07,S004,P0094,3701,171.3226,21.6025,3,"Fast Moving"
2022-07,S005,P0046,3200,147.7419,21.6594,3,"Fast Moving"
2022-07,S001,P0067,3240,149.4194,21.6839,3,"Fast Moving"
2022-07,S002,P0153,2766,127.4194,21.7078,3,"Fast Moving"
2022-07,S005,P0094,3712,169.3871,21.9143,3,"Fast Moving"
2022-07,S002,P0166,3450,156.8065,22.0016,3,"Fast Moving"
2022-07,S002,P0094,4080,184.4839,22.1158,3,"Fast Moving"
2022-07,S002,P0070,3212,144.5161,22.2259,3,"Fast Moving"
2022-07,S003,P0057,2887,129.7419,22.2519,3,"Fast Moving"
2022-07,S003,P0094,3710,166.5161,22.2801,3,"Fast Moving"
2022-07,S003,P0096,2933,130.9677,22.3948,3,"Fast Moving"
2022-07,S001,P0016,2978,132.2903,22.5111,3,"Fast Moving"
2022-07,S003,P0126,2828,124.9032,22.6415,3,"Fast Moving"
2022-07,S001,P0166,4259,185.3226,22.9815,3,"Fast Moving"
2022-07,S001,P0094,4121,178.7097,23.0597,3,"Fast Moving"
2022-08,S001,P0031,2350,132.2258,17.7726,1,"Slow Moving"
2022-08,S005,P0171,2533,141.3226,17.9235,1,"Slow Moving"
2022-08,S003,P0183,2524,140.5806,17.9541,1,"Slow Moving"
2022-08,S001,P0178,2661,146.3226,18.1858,1,"Slow Moving"
2022-08,S004,P0070,2548,138.6452,18.3779,1,"Slow Moving"
2022-08,S001,P0159,2537,137.6452,18.4315,1,"Slow Moving"
2022-08,S005,P0031,2501,135.2581,18.4906,1,"Slow Moving"
2022-08,S005,P0175,2811,151.8387,18.5131,1,"Slow Moving"
2022-08,S004,P0149,2623,141.5484,18.5308,1,"Slow Moving"
2022-08,S002,P0068,2291,123.6129,18.5337,1,"Slow Moving"
2022-08,S003,P0175,2406,129.7419,18.5445,1,"Slow Moving"
2022-08,S002,P0066,2472,133.0645,18.5775,1,"Slow Moving"
2022-08,S004,P0126,2881,154.2903,18.6726,1,"Slow Moving"
2022-08,S003,P0070,2556,136.8710,18.6745,1,"Slow Moving"
2022-08,S003,P0085,2596,138.9355,18.6849,1,"Slow Moving"
2022-08,S005,P0016,2714,144.8065,18.7423,1,"Slow Moving"
2022-08,S003,P0116,2719,144.6129,18.8019,1,"Slow Moving"
2022-08,S005,P0159,2319,123.0000,18.8537,1,"Slow Moving"
2022-08,S004,P0017,2732,144.7742,18.8708,1,"Slow Moving"
2022-08,S003,P0094,2833,149.5161,18.9478,1,"Slow Moving"
2022-08,S003,P0083,2769,145.9032,18.9783,1,"Slow Moving"
2022-08,S001,P0061,2657,139.4194,19.0576,1,"Slow Moving"
2022-08,S003,P0031,2249,117.7097,19.1063,1,"Slow Moving"
2022-08,S004,P0085,2470,129.0323,19.1425,1,"Slow Moving"
2022-08,S004,P0031,2472,129.0968,19.1484,1,"Slow Moving"
2022-08,S001,P0187,2823,147.1290,19.1872,1,"Slow Moving"
2022-08,S002,P0166,2969,154.6452,19.1988,1,"Slow Moving"
2022-08,S004,P0129,2654,138.1290,19.2139,1,"Slow Moving"
2022-08,S001,P0094,2793,145.3548,19.2150,1,"Slow Moving"
2022-08,S005,P0096,2887,150.0323,19.2425,1,"Slow Moving"
2022-08,S005,P0183,2550,132.3226,19.2711,1,"Slow Moving"
2022-08,S005,P0126,2704,140.1290,19.2965,1,"Slow Moving"
2022-08,S003,P0068,2656,137.5161,19.3141,1,"Slow Moving"
2022-08,S003,P0153,2661,137.7742,19.3142,1,"Slow Moving"
2022-08,S004,P0068,2649,137.0645,19.3267,1,"Slow Moving"
2022-08,S002,P0183,2851,147.3226,19.3521,1,"Slow Moving"
2022-08,S004,P0175,2527,130.0968,19.4240,1,"Slow Moving"
2022-08,S001,P0017,2982,153.4516,19.4328,1,"Slow Moving"
2022-08,S003,P0069,2975,152.9677,19.4485,1,"Slow Moving"
2022-08,S002,P0016,2747,141.2258,19.4511,1,"Slow Moving"
2022-08,S004,P0057,2767,142.1935,19.4594,1,"Slow Moving"
2022-08,S003,P0061,2603,133.6452,19.4769,1,"Slow Moving"
2022-08,S005,P0133,2803,143.7419,19.5002,1,"Slow Moving"
2022-08,S001,P0068,2538,130.1290,19.5037,1,"Slow Moving"
2022-08,S001,P0153,2633,134.6774,19.5504,1,"Slow Moving"
2022-08,S001,P0133,2644,135.2258,19.5525,1,"Slow Moving"
2022-08,S005,P0070,2767,141.4839,19.5570,1,"Slow Moving"
2022-08,S002,P0046,2895,147.7097,19.5993,1,"Slow Moving"
2022-08,S004,P0096,2985,152.0968,19.6257,1,"Slow Moving"
2022-08,S001,P0125,3130,159.2258,19.6576,1,"Slow Moving"
2022-08,S001,P0067,2696,137.1290,19.6603,2,"Medium Moving"
2022-08,S004,P0178,2617,132.8387,19.7006,2,"Medium Moving"
2022-08,S002,P0096,3023,153.3548,19.7125,2,"Medium Moving"
2022-08,S005,P0017,2634,133.5484,19.7232,2,"Medium Moving"
2022-08,S003,P0016,2599,131.7419,19.7280,2,"Medium Moving"
2022-08,S003,P0187,2796,141.5806,19.7485,2,"Medium Moving"
2022-08,S001,P0149,2746,139.0323,19.7508,2,"Medium Moving"
2022-08,S005,P0068,2542,128.3871,19.7995,2,"Medium Moving"
2022-08,S005,P0083,2578,130.1613,19.8062,2,"Medium Moving"
2022-08,S002,P0159,2758,139.1613,19.8187,2,"Medium Moving"
2022-08,S004,P0159,2354,118.7419,19.8245,2,"Medium Moving"
2022-08,S001,P0085,2656,133.9677,19.8257,2,"Medium Moving"
2022-08,S002,P0187,2878,145.1613,19.8262,2,"Medium Moving"
2022-08,S002,P0126,2636,132.9355,19.8292,2,"Medium Moving"
2022-08,S004,P0133,3034,152.6452,19.8762,2,"Medium Moving"
2022-08,S004,P0187,2692,135.4194,19.8790,2,"Medium Moving"
2022-08,S001,P0166,2827,142.0645,19.8994,2,"Medium Moving"
2022-08,S005,P0061,2980,149.4516,19.9396,2,"Medium Moving"
2022-08,S005,P0129,2892,145.0323,19.9404,2,"Medium Moving"
2022-08,S003,P0166,2692,135.0000,19.9407,2,"Medium Moving"
2022-08,S003,P0057,3098,155.3226,19.9456,2,"Medium Moving"
2022-08,S003,P0067,2587,129.6452,19.9545,2,"Medium Moving"
2022-08,S002,P0125,2712,135.7419,19.9791,2,"Medium Moving"
2022-08,S001,P0079,3183,159.2581,19.9864,2,"Medium Moving"
2022-08,S001,P0171,2990,149.4194,20.0108,2,"Medium Moving"
2022-08,S005,P0085,2291,114.4516,20.0172,2,"Medium Moving"
2022-08,S003,P0046,2633,131.3226,20.0499,2,"Medium Moving"
2022-08,S002,P0070,2868,143.0323,20.0514,2,"Medium Moving"
2022-08,S002,P0069,2728,135.9677,20.0636,2,"Medium Moving"
2022-08,S003,P0126,2670,133.0323,20.0703,2,"Medium Moving"
2022-08,S005,P0149,2654,132.0645,20.0962,2,"Medium Moving"
2022-08,S002,P0083,2533,126.0000,20.1032,2,"Medium Moving"
2022-08,S003,P0149,2744,136.4516,20.1097,2,"Medium Moving"
2022-08,S001,P0183,2828,140.5161,20.1258,2,"Medium Moving"
2022-08,S003,P0096,2849,141.5484,20.1274,2,"Medium Moving"
2022-08,S004,P0067,2785,138.2258,20.1482,2,"Medium Moving"
2022-08,S005,P0178,2782,137.9677,20.1641,2,"Medium Moving"
2022-08,S001,P0116,2891,143.3548,20.1667,2,"Medium Moving"
2022-08,S001,P0070,2699,133.7742,20.1758,2,"Medium Moving"
2022-08,S004,P0116,3153,155.9677,20.2157,2,"Medium Moving"
2022-08,S002,P0171,2853,141.0323,20.2294,2,"Medium Moving"
2022-08,S001,P0126,3061,151.1935,20.2456,2,"Medium Moving"
2022-08,S005,P0057,3099,153.0000,20.2549,2,"Medium Moving"
2022-08,S002,P0133,2562,126.4516,20.2607,2,"Medium Moving"
2022-08,S004,P0066,2512,123.9677,20.2633,2,"Medium Moving"
2022-08,S004,P0094,2733,134.8710,20.2638,2,"Medium Moving"
2022-08,S005,P0067,2692,132.7097,20.2849,2,"Medium Moving"
2022-08,S004,P0079,2852,140.2258,20.3386,2,"Medium Moving"
2022-08,S002,P0129,2861,140.6452,20.3420,2,"Medium Moving"
2022-08,S002,P0017,3249,159.7097,20.3432,2,"Medium Moving"
2022-08,S003,P0125,2850,139.9677,20.3618,3,"Fast Moving"
2022-08,S005,P0094,3149,154.2581,20.4138,3,"Fast Moving"
2022-08,S005,P0125,2992,146.1935,20.4660,3,"Fast Moving"
2022-08,S004,P0046,3156,154.0000,20.4935,3,"Fast Moving"
2022-08,S002,P0085,2894,141.0968,20.5107,3,"Fast Moving"
2022-08,S001,P0016,3065,149.4194,20.5127,3,"Fast Moving"
2022-08,S002,P0149,2992,145.8387,20.5158,3,"Fast Moving"
2022-08,S002,P0178,2824,137.4839,20.5406,3,"Fast Moving"
2022-08,S004,P0125,2995,145.7097,20.5546,3,"Fast Moving"
2022-08,S005,P0046,3145,152.8387,20.5772,3,"Fast Moving"
2022-08,S005,P0166,2859,138.7742,20.6018,3,"Fast Moving"
2022-08,S002,P0057,2867,138.9355,20.6355,3,"Fast Moving"
2022-08,S002,P0079,3002,145.2258,20.6713,3,"Fast Moving"
2022-08,S002,P0153,2630,127.1613,20.6824,3,"Fast Moving"
2022-08,S003,P0159,2900,140.0000,20.7143,3,"Fast Moving"
2022-08,S005,P0069,2808,135.1935,20.7702,3,"Fast Moving"
2022-08,S002,P0175,2537,122.0000,20.7951,3,"Fast Moving"
2022-08,S002,P0094,2741,131.7742,20.8007,3,"Fast Moving"
2022-08,S002,P0061,3067,147.3548,20.8137,3,"Fast Moving"
2022-08,S003,P0066,3048,146.1935,20.8491,3,"Fast Moving"
2022-08,S001,P0066,2544,121.9677,20.8580,3,"Fast Moving"
2022-08,S001,P0175,2894,138.5806,20.8831,3,"Fast Moving"
2022-08,S005,P0066,3090,147.9355,20.8875,3,"Fast Moving"
2022-08,S004,P0016,2930,140.2581,20.8901,3,"Fast Moving"
2022-08,S001,P0046,3057,146.1935,20.9106,3,"Fast Moving"
2022-08,S005,P0187,2893,138.3226,20.9149,3,"Fast Moving"
2022-08,S001,P0083,2792,133.2258,20.9569,3,"Fast Moving"
2022-08,S004,P0061,3049,144.9355,21.0369,3,"Fast Moving"
2022-08,S002,P0031,3208,152.3871,21.0517,3,"Fast Moving"
2022-08,S001,P0096,3269,155.1290,21.0728,3,"Fast Moving"
2022-08,S005,P0116,3147,148.7742,21.1529,3,"Fast Moving"
2022-08,S002,P0067,2712,127.8710,21.2089,3,"Fast Moving"
2022-08,S002,P0116,2906,136.6774,21.2617,3,"Fast Moving"
2022-08,S005,P0079,2789,131.1613,21.2639,3,"Fast Moving"
2022-08,S003,P0171,2932,137.2581,21.3612,3,"Fast Moving"
2022-08,S004,P0171,2752,128.7097,21.3815,3,"Fast Moving"
2022-08,S003,P0129,2693,125.4839,21.4609,3,"Fast Moving"
2022-08,S001,P0057,3310,154.0968,21.4800,3,"Fast Moving"
2022-08,S004,P0083,2840,132.1613,21.4889,3,"Fast Moving"
2022-08,S004,P0166,3190,147.5484,21.6200,3,"Fast Moving"
2022-08,S003,P0178,2997,138.4194,21.6516,3,"Fast Moving"
2022-08,S003,P0017,3044,140.3871,21.6829,3,"Fast Moving"
2022-08,S004,P0069,3055,140.4194,21.7563,3,"Fast Moving"
2022-08,S001,P0069,3203,146.9355,21.7987,3,"Fast Moving"
2022-08,S003,P0079,3015,137.6452,21.9041,3,"Fast Moving"
2022-08,S003,P0133,3015,137.4516,21.9350,3,"Fast Moving"
2022-08,S004,P0183,2848,129.4194,22.0060,3,"Fast Moving"
2022-08,S005,P0153,2941,132.0645,22.2694,3,"Fast Moving"
2022-08,S001,P0129,3168,142.0645,22.2997,3,"Fast Moving"
2022-08,S004,P0153,2916,127.1613,22.9315,3,"Fast Moving"
2022-09,S002,P0057,2466,144.3333,17.0855,1,"Slow Moving"
2022-09,S001,P0133,2631,151.6667,17.3473,1,"Slow Moving"
2022-09,S002,P0126,2829,160.7667,17.5969,1,"Slow Moving"
2022-09,S005,P0187,2733,154.0333,17.7429,1,"Slow Moving"
2022-09,S002,P0069,2375,133.6333,17.7725,1,"Slow Moving"
2022-09,S003,P0116,2440,136.6667,17.8537,1,"Slow Moving"
2022-09,S001,P0149,2582,144.1333,17.9140,1,"Slow Moving"
2022-09,S005,P0068,2623,146.1333,17.9494,1,"Slow Moving"
2022-09,S003,P0133,2621,145.9667,17.9562,1,"Slow Moving"
