date,store_id,product_id,inventory_level,avg_last_30_days,days_of_supply
2022-03-18,S002,P0066,144,107.7000,1.3
2022-08-09,S002,P0066,150,85.7333,1.7
2022-08-10,S002,P0066,158,86.4667,1.8
2022-09-19,S002,P0066,132,92.1667,1.4
2022-10-14,S002,P0066,252,97.8000,2.6
2022-12-24,S002,P0066,285,137.2667,2.1
2023-01-20,S002,P0066,173,133.3333,1.3
2023-03-04,S002,P0066,95,121.0333,0.8
2023-04-14,S002,P0066,209,95.4667,2.2
2023-08-05,S002,P0066,211,97.5667,2.2
2023-08-07,S002,P0066,92,96.5667,1.0
2023-10-05,S002,P0066,92,87.2333,1.1
2023-12-08,S002,P0066,183,136.5667,1.3
2022-06-24,S002,P0067,131,99.4667,1.3
2022-09-07,S002,P0067,139,85.5333,1.6
2022-12-28,S002,P0067,142,101.0333,1.4
2023-01-27,S002,P0067,183,90.1000,2.0
2023-04-13,S002,P0067,177,96.6667,1.8
2023-08-03,S002,P0067,116,101.0333,1.1
2023-09-05,S002,P0067,68,94.1000,0.7
2023-12-19,S002,P0067,195,92.6667,2.1
2022-02-04,S002,P0068,120,81.9000,1.5
2022-04-01,S002,P0068,162,82.1000,2.0
2022-04-04,S002,P0068,166,80.4333,2.1
2022-04-05,S002,P0068,247,82.5333,3.0
2022-08-21,S002,P0068,171,78.0667,2.2
2022-10-01,S002,P0068,89,97.1000,0.9
2022-10-17,S002,P0068,100,95.3333,1.0
2023-04-29,S002,P0068,99,86.1333,1.1
2023-08-25,S002,P0068,147,89.4000,1.6
2023-12-14,S002,P0068,190,81.2000,2.3
2022-06-05,S002,P0069,159,96.1000,1.7
2022-09-18,S002,P0069,73,78.9000,0.9
2023-02-27,S002,P0069,109,127.0000,0.9
2023-03-08,S002,P0069,108,116.4667,0.9
2023-03-15,S002,P0069,133,107.1000,1.2
2023-03-24,S002,P0069,119,99.2667,1.2
2023-04-26,S002,P0069,162,87.8000,1.8
2023-05-26,S002,P0069,189,97.1000,1.9
2023-08-19,S002,P0069,132,95.9333,1.4
2023-09-24,S002,P0069,151,90.6333,1.7
2023-09-27,S002,P0069,120,87.9667,1.4
2023-10-27,S002,P0069,140,97.6667,1.4
2023-11-21,S002,P0069,25,111.2333,0.2
2023-12-30,S002,P0069,154,118.1667,1.3
2022-02-16,S002,P0070,52,78.6667,0.7
2022-05-12,S002,P0070,232,88.6000,2.6
2022-06-27,S002,P0070,187,86.2667,2.2
2022-07-01,S002,P0070,129,91.5000,1.4
2022-07-25,S002,P0070,94,106.2333,0.9
2022-10-09,S002,P0070,149,79.0333,1.9
2022-11-23,S002,P0070,154,80.1333,1.9
2023-01-28,S002,P0070,141,92.7000,1.5
2023-06-02,S002,P0070,140,91.2000,1.5
2023-11-17,S002,P0070,126,89.4667,1.4
2022-02-12,S002,P0079,129,80.1667,1.6
2022-06-10,S002,P0079,170,100.2333,1.7
2022-08-06,S002,P0079,125,84.1000,1.5
2022-08-25,S002,P0079,188,98.4333,1.9
2022-10-19,S002,P0079,81,93.1000,0.9
2023-02-23,S002,P0079,86,86.7667,1.0
2023-03-28,S002,P0079,152,96.7667,1.6
2023-06-05,S002,P0079,118,89.5333,1.3
2023-07-26,S002,P0079,193,95.1333,2.0
2023-08-19,S002,P0079,162,86.5667,1.9
2023-08-30,S002,P0079,158,89.0667,1.8
2023-09-26,S002,P0079,120,95.6000,1.3
2023-09-29,S002,P0079,137,95.8667,1.4
2023-11-11,S002,P0079,117,89.4000,1.3
2023-12-26,S002,P0079,95,95.6000,1.0
2022-02-19,S002,P0083,81,99.6000,0.8
2022-02-25,S002,P0083,170,95.9000,1.8
2022-08-04,S002,P0083,182,104.4667,1.7
2022-10-04,S002,P0083,110,90.3667,1.2
2022-10-16,S002,P0083,138,95.9667,1.4
2022-10-30,S002,P0083,230,99.8333,2.3
2023-03-12,S002,P0083,98,96.7333,1.0
2023-04-04,S002,P0083,142,83.3000,1.7
2023-07-17,S002,P0083,136,96.6333,1.4
2023-08-31,S002,P0083,144,100.3667,1.4
2023-09-11,S002,P0083,125,92.0667,1.4
2023-10-16,S002,P0083,128,98.6000,1.3
2023-12-17,S002,P0083,197,94.4667,2.1
2022-02-04,S002,P0085,187,80.3000,2.3
2022-05-13,S002,P0085,132,92.5333,1.4
2022-06-28,S002,P0085,104,89.1667,1.2
2022-07-02,S002,P0085,121,88.2333,1.4
2022-07-31,S002,P0085,116,84.9333,1.4
2022-09-22,S002,P0085,169,89.7333,1.9
2023-04-23,S002,P0085,151,82.8000,1.8
2023-06-25,S002,P0085,142,94.1000,1.5
2023-07-10,S002,P0085,116,90.7000,1.3
2023-10-13,S002,P0085,89,99.5333,0.9
2023-12-14,S002,P0085,115,85.3000,1.3
2023-12-29,S002,P0085,185,84.7000,2.2
2022-04-17,S002,P0094,201,88.9333,2.3
2022-05-08,S002,P0094,106,101.8667,1.0
2022-07-26,S002,P0094,222,127.8667,1.7
2022-08-21,S002,P0094,128,95.9667,1.3
2022-09-10,S002,P0094,147,86.9333,1.7
2022-09-20,S002,P0094,135,102.6667,1.3
2022-12-24,S002,P0094,181,79.4667,2.3
2023-02-15,S002,P0094,117,95.2333,1.2
2023-04-14,S002,P0094,166,100.0667,1.7
2023-07-18,S002,P0094,261,121.5667,2.1
2023-08-04,S002,P0094,187,114.9000,1.6
2023-08-16,S002,P0094,110,114.2333,1.0
2022-03-18,S002,P0096,132,83.1000,1.6
2022-06-01,S002,P0096,86,83.5333,1.0
2022-07-16,S002,P0096,106,92.9000,1.1
2022-10-10,S002,P0096,183,91.4000,2.0
2022-10-26,S002,P0096,145,88.2333,1.6
2022-12-02,S002,P0096,157,93.0667,1.7
2023-03-08,S002,P0096,168,90.0667,1.9
2023-03-14,S002,P0096,179,93.5667,1.9
2023-07-14,S002,P0096,119,93.7667,1.3
2022-01-30,S002,P0116,118,83.9000,1.4
2022-02-04,S002,P0116,131,82.6667,1.6
2022-05-02,S002,P0116,122,88.0000,1.4
2022-05-17,S002,P0116,137,92.9000,1.5
2022-07-29,S002,P0116,158,89.9000,1.8
2022-10-22,S002,P0116,149,84.7000,1.8
2023-01-23,S002,P0116,163,103.2000,1.6
2023-02-16,S002,P0116,113,101.6333,1.1
2023-05-01,S002,P0116,90,91.0667,1.0
2023-06-29,S002,P0116,180,96.3000,1.9
2023-07-31,S002,P0116,143,96.7000,1.5
2023-09-11,S002,P0116,61,102.8667,0.6
2023-11-30,S002,P0116,81,83.6000,1.0
2022-03-20,S002,P0125,153,101.5333,1.5
2022-08-15,S002,P0125,196,91.6333,2.1
2023-01-16,S002,P0125,170,135.4333,1.3
2023-01-20,S002,P0125,221,134.7667,1.6
2023-04-11,S002,P0125,135,91.2000,1.5
2023-06-28,S002,P0125,104,97.0000,1.1
2023-07-02,S002,P0125,195,98.2000,2.0
2023-10-16,S002,P0125,182,92.0000,2.0
2022-02-16,S002,P0126,251,130.7667,1.9
2022-05-18,S002,P0126,218,91.0667,2.4
2022-05-29,S002,P0126,37,83.1333,0.4
2022-06-15,S002,P0126,103,91.1333,1.1
2022-08-18,S002,P0126,79,84.7000,0.9
2022-09-03,S002,P0126,116,83.6333,1.4
2023-01-05,S002,P0126,242,124.5667,1.9
2023-01-14,S002,P0126,152,123.1667,1.2
2023-04-02,S002,P0126,189,99.4667,1.9
2023-05-21,S002,P0126,188,96.4333,1.9
2023-07-28,S002,P0126,96,95.6333,1.0
2023-07-29,S002,P0126,151,95.7667,1.6
2023-11-13,S002,P0126,175,88.8333,2.0
2023-12-14,S002,P0126,227,119.3667,1.9
2022-04-04,S002,P0129,93,87.4667,1.1
2022-04-19,S002,P0129,141,92.6000,1.5
2022-04-22,S002,P0129,206,91.6333,2.2
2022-07-20,S002,P0129,172,96.1333,1.8
2022-08-23,S002,P0129,165,88.0000,1.9
2022-09-16,S002,P0129,75,94.7000,0.8
2023-02-21,S002,P0129,141,84.2000,1.7
2023-02-28,S002,P0129,189,85.7000,2.2
2023-04-06,S002,P0129,214,97.7333,2.2
2023-09-29,S002,P0129,152,81.4667,1.9
2022-03-09,S002,P0133,174,117.1333,1.5
2022-06-19,S002,P0133,85,91.6333,0.9
2022-09-13,S002,P0133,141,88.5000,1.6
2022-09-20,S002,P0133,171,93.6000,1.8
2022-09-21,S002,P0133,175,95.2333,1.8
2022-09-27,S002,P0133,161,95.4000,1.7
2023-01-19,S002,P0133,164,130.1333,1.3
2023-04-04,S002,P0133,124,82.7000,1.5
2023-05-15,S002,P0133,59,93.7667,0.6
2023-07-22,S002,P0133,85,85.1667,1.0
2023-10-28,S002,P0133,158,93.6333,1.7
2022-02-10,S002,P0149,231,99.8000,2.3
2022-06-02,S002,P0149,129,88.9000,1.5
2022-07-12,S002,P0149,167,97.2000,1.7
2022-11-07,S002,P0149,112,86.4000,1.3
2023-02-26,S002,P0149,102,89.1000,1.1
2023-03-10,S002,P0149,242,91.4000,2.6
2023-05-01,S002,P0149,185,95.0333,1.9
2023-08-31,S002,P0149,54,96.4667,0.6
2023-10-26,S002,P0149,132,93.0000,1.4
2023-10-27,S002,P0149,143,94.0000,1.5
2023-11-12,S002,P0149,201,86.6000,2.3
2022-02-08,S002,P0153,178,93.1000,1.9
2022-06-16,S002,P0153,154,97.2000,1.6
2022-07-29,S002,P0153,125,88.4000,1.4
2022-11-12,S002,P0153,138,98.4000,1.4
2023-01-16,S002,P0153,45,90.5000,0.5
2023-01-30,S002,P0153,88,86.8000,1.0
2023-05-24,S002,P0153,116,100.4333,1.2
2023-06-09,S002,P0153,214,105.8000,2.0
2023-09-23,S002,P0153,119,96.3000,1.2
2022-01-25,S002,P0159,158,89.2400,1.8
2022-02-28,S002,P0159,227,96.0333,2.4
2022-03-12,S002,P0159,144,90.4000,1.6
2022-08-07,S002,P0159,126,89.5667,1.4
2022-11-05,S002,P0159,141,73.5333,1.9
2022-12-28,S002,P0159,116,84.8667,1.4
2023-03-01,S002,P0159,82,94.8333,0.9
2023-05-27,S002,P0159,115,82.5667,1.4
2023-12-03,S002,P0159,178,97.1333,1.8
2022-02-10,S002,P0166,98,92.2333,1.1
2022-07-12,S002,P0166,125,105.5667,1.2
2022-08-18,S002,P0166,119,103.5333,1.1
2022-10-19,S002,P0166,117,91.2333,1.3
2023-01-09,S002,P0166,123,91.2333,1.3
2023-05-04,S002,P0166,177,85.1333,2.1
2023-06-18,S002,P0166,192,111.0000,1.7
2023-10-23,S002,P0166,182,97.3333,1.9
2023-11-22,S002,P0166,154,89.2667,1.7
2023-12-09,S002,P0166,87,95.0000,0.9
2022-05-20,S002,P0171,97,86.8667,1.1
2022-05-23,S002,P0171,164,82.3000,2.0
2022-06-29,S002,P0171,138,76.2000,1.8
2022-08-12,S002,P0171,209,93.8000,2.2
2022-10-29,S002,P0171,170,83.3667,2.0
2022-12-19,S002,P0171,132,91.5667,1.4
2023-01-01,S002,P0171,182,90.5000,2.0
2023-05-13,S002,P0171,182,82.1000,2.2
2023-10-27,S002,P0171,164,84.6333,1.9
2022-05-14,S002,P0175,156,88.1333,1.8
2022-12-27,S002,P0175,56,79.1667,0.7
2023-03-04,S002,P0175,91,85.0000,1.1
2023-05-01,S002,P0175,169,90.2667,1.9
2023-06-27,S002,P0175,95,92.6000,1.0
2022-02-02,S002,P0178,225,132.4667,1.7
2022-02-08,S002,P0178,299,128.9000,2.3
2022-03-26,S002,P0178,162,99.3667,1.6
2022-05-11,S002,P0178,97,100.2000,1.0
2022-06-13,S002,P0178,161,100.9667,1.6
2022-06-15,S002,P0178,173,102.9333,1.7
2022-06-27,S002,P0178,103,97.6667,1.1
2022-07-05,S002,P0178,287,99.7000,2.9
2022-10-02,S002,P0178,34,96.2000,0.4
2022-12-01,S002,P0178,83,125.6667,0.7
2022-12-16,S002,P0178,161,131.8667,1.2
2023-03-15,S002,P0178,181,114.9000,1.6
2023-06-02,S002,P0178,124,105.4333,1.2
2023-07-06,S002,P0178,144,91.1667,1.6
2022-03-10,S002,P0183,173,85.5333,2.0
2022-03-19,S002,P0183,237,92.7000,2.6
2022-08-19,S002,P0183,162,84.6667,1.9
2022-10-24,S002,P0183,166,87.9333,1.9
2022-12-13,S002,P0183,105,82.4667,1.3
2023-01-07,S002,P0183,106,84.2000,1.3
2023-01-23,S002,P0183,197,96.0333,2.1
2023-06-11,S002,P0183,94,86.3667,1.1
2023-10-09,S002,P0183,210,77.9667,2.7
2023-10-27,S002,P0183,178,87.7000,2.0
2022-03-09,S002,P0187,148,120.7000,1.2
2022-09-06,S002,P0187,168,90.7667,1.9
2022-09-10,S002,P0187,224,86.7667,2.6
2022-10-16,S002,P0187,125,90.4667,1.4
2022-11-08,S002,P0187,142,107.2333,1.3
2023-02-24,S002,P0187,136,129.8000,1.0
2023-08-08,S002,P0187,115,98.7667,1.2
2023-11-26,S002,P0187,133,121.9667,1.1
2022-05-11,S003,P0016,82,90.8667,0.9
2022-07-30,S003,P0016,150,90.2000,1.7
2022-09-01,S003,P0016,107,84.2000,1.3
2023-05-05,S003,P0016,116,98.9667,1.2
2022-02-19,S003,P0017,221,87.7667,2.5
2022-03-21,S003,P0017,125,88.8000,1.4
2022-07-09,S003,P0017,104,87.4333,1.2
2022-07-10,S003,P0017,210,89.9667,2.3
2022-10-20,S003,P0017,158,94.6333,1.7
2023-04-02,S003,P0017,101,99.5000,1.0
2023-04-20,S003,P0017,78,95.7667,0.8
2022-02-19,S003,P0031,112,97.8333,1.1
2022-11-02,S003,P0031,149,88.9667,1.7
2022-11-09,S003,P0031,149,83.3000,1.8
2022-11-18,S003,P0031,132,81.0667,1.6
2023-01-16,S003,P0031,250,79.2000,3.2
2023-03-30,S003,P0031,133,84.0000,1.6
2023-04-09,S003,P0031,149,81.5333,1.8
2023-08-24,S003,P0031,123,91.2667,1.3
2023-08-29,S003,P0031,204,94.9333,2.1
2023-10-16,S003,P0031,74,80.4000,0.9
2023-11-23,S003,P0031,170,84.4333,2.0
2023-12-06,S003,P0031,112,87.2667,1.3
2023-12-31,S003,P0031,57,80.7333,0.7
2022-03-13,S003,P0046,171,105.9333,1.6
2022-09-25,S003,P0046,148,108.3333,1.4
2022-10-17,S003,P0046,175,98.5333,1.8
2022-12-30,S003,P0046,101,124.1667,0.8
2023-04-02,S003,P0046,157,92.6000,1.7
2023-05-18,S003,P0046,136,99.3667,1.4
2023-08-28,S003,P0046,130,88.6333,1.5
2023-10-20,S003,P0046,121,105.9333,1.1
2023-10-22,S003,P0046,137,104.8333,1.3
2023-11-16,S003,P0046,196,124.2000,1.6
2022-02-13,S003,P0057,167,131.4000,1.3
2022-05-09,S003,P0057,122,114.8667,1.1
2022-05-13,S003,P0057,104,107.1333,1.0
2022-07-10,S003,P0057,177,97.3000,1.8
2022-09-03,S003,P0057,102,94.7667,1.1
2022-11-05,S003,P0057,100,94.2000,1.1
2023-03-05,S003,P0057,106,114.7667,0.9
2023-05-20,S003,P0057,86,94.4000,0.9
2023-10-24,S003,P0057,168,102.6000,1.6
2023-12-28,S003,P0057,126,137.5000,0.9
2022-07-04,S003,P0061,99,86.0333,1.2
2022-09-11,S003,P0061,149,81.7667,1.8
2023-01-20,S003,P0061,139,131.1000,1.1
2023-02-02,S003,P0061,227,129.2333,1.8
2023-02-25,S003,P0061,214,136.9000,1.6
2023-03-31,S003,P0061,154,82.7000,1.9
2023-06-26,S003,P0061,154,90.5000,1.7
2023-06-29,S003,P0061,109,91.0333,1.2
2023-08-10,S003,P0061,174,93.2667,1.9
2022-03-24,S003,P0066,154,109.5000,1.4
2022-04-17,S003,P0066,99,96.2667,1.0
2022-11-18,S003,P0066,163,124.1000,1.3
2023-08-21,S003,P0066,99,95.2333,1.0
2023-09-26,S003,P0066,154,99.4333,1.5
2023-10-09,S003,P0066,153,92.3667,1.7
2023-11-13,S003,P0066,238,114.8333,2.1
2022-03-14,S003,P0067,118,77.9667,1.5
2022-04-09,S003,P0067,153,95.6667,1.6
2022-05-27,S003,P0067,135,90.9667,1.5
2022-07-02,S003,P0067,75,102.9667,0.7
2022-07-07,S003,P0067,91,102.4000,0.9
2022-09-12,S003,P0067,171,88.7333,1.9
2022-10-28,S003,P0067,121,93.4333,1.3
2023-01-24,S003,P0067,152,87.1000,1.7
2023-04-14,S003,P0067,154,99.5000,1.5
2023-07-09,S003,P0067,171,93.3667,1.8
2023-07-15,S003,P0067,140,96.1000,1.5
2023-08-31,S003,P0067,76,92.5667,0.8
2022-02-04,S003,P0068,70,79.2000,0.9
2022-02-10,S003,P0068,103,82.5333,1.2
2022-03-29,S003,P0068,106,86.9333,1.2
2022-06-05,S003,P0068,79,78.6667,1.0
2022-06-08,S003,P0068,112,80.0000,1.4
2022-07-05,S003,P0068,143,85.9000,1.7
2022-10-12,S003,P0068,79,76.3667,1.0
2022-10-28,S003,P0068,179,74.0000,2.4
2022-11-14,S003,P0068,96,80.6000,1.2
2023-01-05,S003,P0068,106,92.1333,1.2
2023-02-12,S003,P0068,136,86.9333,1.6
2023-04-06,S003,P0068,197,85.4000,2.3
2023-04-26,S003,P0068,99,89.6667,1.1
2023-06-13,S003,P0068,150,86.6333,1.7
2023-07-11,S003,P0068,162,91.8333,1.8
2023-07-27,S003,P0068,145,98.9333,1.5
2023-09-13,S003,P0068,165,91.3000,1.8
2023-10-18,S003,P0068,147,94.7667,1.6
2023-10-27,S003,P0068,159,92.6333,1.7
2022-04-02,S003,P0069,140,92.1667,1.5
2022-05-22,S003,P0069,148,96.4333,1.5
2022-09-16,S003,P0069,140,95.8333,1.5
2022-11-23,S003,P0069,326,132.9333,2.5
2022-12-03,S003,P0069,156,141.8333,1.1
2022-12-31,S003,P0069,200,135.9000,1.5
2023-01-05,S003,P0069,83,129.6000,0.6
2023-06-09,S003,P0069,141,104.8333,1.3
2023-06-15,S003,P0069,120,105.3000,1.1
2023-07-13,S003,P0069,144,100.0000,1.4
2023-08-02,S003,P0069,188,104.7000,1.8
2023-10-01,S003,P0069,84,85.7333,1.0
2023-10-02,S003,P0069,182,85.6333,2.1
2023-10-07,S003,P0069,164,84.5667,1.9
2023-12-23,S003,P0069,326,130.5333,2.5
2023-12-29,S003,P0069,115,122.2667,0.9
2022-05-28,S003,P0070,50,85.3667,0.6
2022-05-29,S003,P0070,108,85.9667,1.3
2022-08-25,S003,P0070,140,81.9000,1.7
2022-09-01,S003,P0070,138,83.9333,1.6
2022-09-07,S003,P0070,158,88.3000,1.8
2022-10-04,S003,P0070,103,86.1000,1.2
2022-11-16,S003,P0070,152,83.9667,1.8
2023-01-15,S003,P0070,162,82.3667,2.0
2023-02-11,S003,P0070,131,85.0333,1.5
2023-04-27,S003,P0070,145,86.1000,1.7
2023-05-06,S003,P0070,160,89.3333,1.8
2023-06-15,S003,P0070,149,81.0333,1.8
2023-07-17,S003,P0070,138,84.5667,1.6
2023-07-29,S003,P0070,157,92.4000,1.7
2023-12-09,S003,P0070,166,88.7667,1.9
2022-03-10,S003,P0079,141,89.2000,1.6
2022-05-30,S003,P0079,159,92.2667,1.7
2022-08-31,S003,P0079,153,98.4000,1.6
2022-12-10,S003,P0079,130,98.4667,1.3
2022-12-23,S003,P0079,187,100.4000,1.9
2023-02-12,S003,P0079,200,85.8333,2.3
2023-05-02,S003,P0079,153,98.7333,1.5
2023-05-24,S003,P0079,141,96.4667,1.5
2023-06-10,S003,P0079,146,94.2667,1.5
2023-09-03,S003,P0079,231,90.8667,2.5
2023-09-15,S003,P0079,100,94.0333,1.1
2023-11-03,S003,P0079,99,93.6333,1.1
2022-04-10,S003,P0083,142,88.3667,1.6
2022-05-03,S003,P0083,180,89.3000,2.0
2022-11-14,S003,P0083,77,98.9667,0.8
2023-03-02,S003,P0083,100,81.5667,1.2
2023-04-17,S003,P0083,109,85.2000,1.3
2023-10-15,S003,P0083,205,88.3333,2.3
2023-10-21,S003,P0083,79,86.7000,0.9
2023-12-30,S003,P0083,104,92.0667,1.1
2022-08-06,S003,P0085,117,84.8000,1.4
2022-11-17,S003,P0085,131,87.1000,1.5
2023-02-14,S003,P0085,127,81.2000,1.6
2023-06-01,S003,P0085,136,90.5333,1.5
2023-10-03,S003,P0085,135,104.1667,1.3
2022-03-03,S003,P0094,93,91.5000,1.0
2022-03-13,S003,P0094,230,84.7667,2.7
2022-11-14,S003,P0094,194,94.3667,2.1
2023-02-11,S003,P0094,173,92.3000,1.9
2023-03-10,S003,P0094,73,91.9667,0.8
2023-04-06,S003,P0094,185,85.6333,2.2
2023-07-15,S003,P0094,267,119.9333,2.2
2023-09-23,S003,P0094,83,89.6667,0.9
2023-09-27,S003,P0094,200,86.5000,2.3
2022-04-09,S003,P0096,173,94.2333,1.8
2022-06-06,S003,P0096,191,90.4000,2.1
2022-08-16,S003,P0096,100,95.3333,1.0
2022-08-29,S003,P0096,175,92.5333,1.9
2022-09-10,S003,P0096,124,94.9333,1.3
2023-01-03,S003,P0096,160,98.7333,1.6
2023-02-19,S003,P0096,112,93.7000,1.2
2023-03-02,S003,P0096,54,94.9333,0.6
2023-05-11,S003,P0096,199,101.9000,2.0
2023-06-16,S003,P0096,141,88.1667,1.6
2023-06-17,S003,P0096,65,86.5667,0.8
2023-07-29,S003,P0096,162,104.2667,1.6
2023-08-05,S003,P0096,172,97.8000,1.8
2023-09-27,S003,P0096,158,96.1667,1.6
2023-11-29,S003,P0096,151,98.1667,1.5
2023-12-25,S003,P0096,95,93.0333,1.0
2022-02-19,S003,P0116,227,94.2667,2.4
2022-02-25,S003,P0116,109,93.5667,1.2
2022-03-14,S003,P0116,219,97.4667,2.2
2022-08-11,S003,P0116,144,88.2333,1.6
2022-11-29,S003,P0116,134,93.8333,1.4
2022-12-26,S003,P0116,115,91.6333,1.3
2023-02-18,S003,P0116,201,89.7333,2.2
2023-03-23,S003,P0116,153,85.1333,1.8
2023-04-29,S003,P0116,47,104.0000,0.5
2023-06-17,S003,P0116,111,90.1333,1.2
2023-11-04,S003,P0116,215,89.6333,2.4
2023-12-13,S003,P0116,216,104.9333,2.1
2022-02-05,S003,P0125,255,137.7333,1.9
2022-02-10,S003,P0125,212,136.9333,1.5
2022-04-28,S003,P0125,220,95.5333,2.3
2022-11-19,S003,P0125,32,112.8000,0.3
2022-11-26,S003,P0125,204,120.2000,1.7
2022-12-03,S003,P0125,145,133.1333,1.1
2022-12-14,S003,P0125,130,132.8667,1.0
2022-12-17,S003,P0125,208,134.2333,1.5
2023-02-18,S003,P0125,256,136.0667,1.9
2023-06-12,S003,P0125,168,96.5000,1.7
2023-11-07,S003,P0125,127,102.9667,1.2
2023-11-25,S003,P0125,153,140.7000,1.1
2022-07-01,S003,P0126,155,90.5333,1.7
2022-09-15,S003,P0126,112,85.9667,1.3
2022-10-20,S003,P0126,220,89.1333,2.5
2022-12-26,S003,P0126,241,138.3667,1.7
2023-01-22,S003,P0126,264,133.7000,2.0
2023-04-12,S003,P0126,151,99.9333,1.5
2023-06-07,S003,P0126,122,98.8333,1.2
2023-07-11,S003,P0126,191,98.3667,1.9
2023-09-20,S003,P0126,92,91.1333,1.0
2023-10-01,S003,P0126,123,97.5333,1.3
2023-11-13,S003,P0126,197,114.2333,1.7
2023-12-09,S003,P0126,146,119.8000,1.2
2022-02-27,S003,P0129,123,90.7000,1.4
2022-06-05,S003,P0129,203,96.9667,2.1
2023-02-05,S003,P0129,118,99.7667,1.2
2023-03-26,S003,P0129,100,84.1333,1.2
2022-02-07,S003,P0133,226,129.4667,1.7
2022-05-18,S003,P0133,100,87.1333,1.1
2022-08-20,S003,P0133,166,93.6333,1.8
2022-09-17,S003,P0133,130,96.9333,1.3
2022-09-25,S003,P0133,139,91.5333,1.5
2022-10-06,S003,P0133,110,91.8667,1.2
2023-04-28,S003,P0133,120,96.4667,1.2
2023-08-19,S003,P0133,137,101.5000,1.3
2023-08-26,S003,P0133,146,95.7667,1.5
2023-10-01,S003,P0133,46,89.7333,0.5
2023-12-10,S003,P0133,239,114.5667,2.1
2022-03-20,S003,P0149,156,83.8667,1.9
2022-07-24,S003,P0149,116,90.7667,1.3
2022-08-15,S003,P0149,77,87.8333,0.9
2022-09-07,S003,P0149,73,93.6000,0.8
2022-10-27,S003,P0149,173,91.4667,1.9
2022-12-19,S003,P0149,72,93.8333,0.8
2023-08-06,S003,P0149,173,92.7000,1.9
2023-10-18,S003,P0149,114,88.3667,1.3
2022-04-29,S003,P0153,123,90.3000,1.4
2022-08-22,S003,P0153,152,87.7667,1.7
2022-09-04,S003,P0153,132,87.6000,1.5
2022-09-09,S003,P0153,50,89.7667,0.6
2022-11-26,S003,P0153,84,96.1667,0.9
2022-12-04,S003,P0153,60,100.5333,0.6
2022-12-08,S003,P0153,146,99.7667,1.5
2023-01-04,S003,P0153,244,106.4333,2.3
2023-01-08,S003,P0153,101,102.3333,1.0
2023-02-16,S003,P0153,79,83.7333,0.9
2023-04-12,S003,P0153,129,86.5000,1.5
2023-06-08,S003,P0153,146,99.1000,1.5
2023-07-12,S003,P0153,66,79.7333,0.8
2023-08-13,S003,P0153,137,81.5000,1.7
2023-08-19,S003,P0153,56,84.8667,0.7
2023-10-11,S003,P0153,124,100.2333,1.2
2023-11-19,S003,P0153,149,88.1333,1.7
2022-02-14,S003,P0159,92,91.5000,1.0
2022-06-30,S003,P0159,192,89.9000,2.1
2023-02-02,S003,P0159,101,87.3000,1.2
2023-03-11,S003,P0159,124,84.1333,1.5
2023-05-25,S003,P0159,116,83.9333,1.4
2023-06-19,S003,P0159,147,92.3000,1.6
2023-07-22,S003,P0159,153,76.4333,2.0
2023-11-04,S003,P0159,99,85.3333,1.2
2022-04-20,S003,P0166,72,91.1000,0.8
2022-04-26,S003,P0166,154,90.9000,1.7
2022-07-12,S003,P0166,207,133.5000,1.6
2022-08-22,S003,P0166,128,95.4000,1.3
2023-01-19,S003,P0166,157,105.4667,1.5
2023-03-25,S003,P0166,191,94.0667,2.0
2023-04-01,S003,P0166,186,97.8333,1.9
2023-04-30,S003,P0166,166,98.8333,1.7
2023-07-12,S003,P0166,179,130.4333,1.4
2023-07-27,S003,P0166,162,127.0667,1.3
2023-08-24,S003,P0166,86,92.7667,0.9
2023-08-30,S003,P0166,140,85.0667,1.6
2023-10-28,S003,P0166,191,102.8333,1.9
2023-12-04,S003,P0166,127,98.7667,1.3
2022-08-24,S003,P0171,84,90.3000,0.9
2022-08-30,S003,P0171,150,93.9667,1.6
2022-09-10,S003,P0171,170,96.5000,1.8
2022-10-16,S003,P0171,167,94.4000,1.8
2022-11-28,S003,P0171,132,89.8000,1.5
2023-03-27,S003,P0171,218,89.0000,2.4
2023-04-28,S003,P0171,125,99.6667,1.3
2023-05-23,S003,P0171,169,97.5667,1.7
2023-07-04,S003,P0171,110,85.3333,1.3
2023-07-28,S003,P0171,235,83.7000,2.8
2022-04-26,S003,P0175,181,88.4000,2.0
2022-05-23,S003,P0175,97,81.1333,1.2
2022-07-07,S003,P0175,153,86.3667,1.8
2022-10-07,S003,P0175,215,85.0000,2.5
2023-03-20,S003,P0175,115,88.3000,1.3
2023-05-03,S003,P0175,120,81.2000,1.5
2023-05-14,S003,P0175,119,81.2000,1.5
2023-07-21,S003,P0175,122,90.8667,1.3
2023-08-25,S003,P0175,67,98.8333,0.7
2023-11-02,S003,P0175,227,106.3333,2.1
2023-11-24,S003,P0175,114,96.1333,1.2
2022-01-27,S003,P0178,243,134.6296,1.8
2022-04-04,S003,P0178,179,96.3333,1.9
2022-12-25,S003,P0178,96,127.8000,0.8
2023-06-30,S003,P0178,77,96.1000,0.8
2023-11-02,S003,P0178,258,110.3667,2.3
2023-11-29,S003,P0178,152,136.9000,1.1
2023-12-10,S003,P0178,158,130.6333,1.2
2022-04-08,S003,P0183,64,91.3333,0.7
2022-08-18,S003,P0183,161,80.0333,2.0
2022-09-27,S003,P0183,128,84.1333,1.5
