date,store_id,product_id,inventory_level,units_sold,units_ordered
8/10/2022,S001,P0061,77,37,35
8/10/2022,S001,P0066,134,75,81
8/10/2022,S001,P0067,140,51,54
8/10/2022,S001,P0068,222,124,129
8/10/2022,S001,P0069,103,90,77
8/10/2022,S001,P0070,84,90,83
8/10/2022,S001,P0079,160,80,77
8/10/2022,S001,P0083,102,61,63
8/10/2022,S001,P0085,194,98,99
8/10/2022,S001,P0094,141,82,82
8/10/2022,S001,P0096,75,40,39
8/10/2022,S001,P0116,100,113,96
8/10/2022,S001,P0125,120,110,115
8/10/2022,S001,P0126,88,43,47
8/10/2022,S001,P0129,82,88,70
8/10/2022,S001,P0133,171,101,88
8/10/2022,S001,P0149,74,53,47
8/10/2022,S001,P0153,155,100,80
8/10/2022,S001,P0159,129,75,66
8/10/2022,S001,P0166,131,84,94
8/10/2022,S001,P0171,201,156,133
8/10/2022,S001,P0175,156,114,96
8/10/2022,S001,P0178,146,114,107
8/10/2022,S001,P0183,227,117,129
8/10/2022,S001,P0187,90,72,63
8/10/2022,S002,P0016,164,133,137
8/10/2022,S002,P0017,180,148,146
8/10/2022,S002,P0031,100,99,95
8/10/2022,S002,P0046,124,71,60
8/10/2022,S002,P0057,204,183,182
8/10/2022,S002,P0061,111,75,60
8/10/2022,S002,P0066,158,92,88
8/10/2022,S002,P0067,74,55,54
8/10/2022,S002,P0068,122,58,53
8/10/2022,S002,P0069,86,78,77
8/10/2022,S002,P0070,149,93,77
8/10/2022,S002,P0079,174,85,98
8/10/2022,S002,P0083,147,123,103
8/10/2022,S002,P0085,100,39,39
8/10/2022,S002,P0094,165,72,85
8/10/2022,S002,P0096,130,143,124
8/10/2022,S002,P0116,81,64,67
8/10/2022,S002,P0125,88,60,67
8/10/2022,S002,P0126,134,95,82
8/10/2022,S002,P0129,114,79,91
8/10/2022,S002,P0133,99,63,68
8/10/2022,S002,P0149,142,68,71
8/10/2022,S002,P0153,118,72,75
8/10/2022,S002,P0159,116,106,94
8/10/2022,S002,P0166,177,112,117
8/10/2022,S002,P0171,83,91,79
8/10/2022,S002,P0175,93,83,81
8/10/2022,S002,P0178,79,25,26
8/10/2022,S002,P0183,132,67,53
8/10/2022,S002,P0187,164,96,99
8/10/2022,S003,P0016,111,63,55
8/10/2022,S003,P0017,186,167,149
8/10/2022,S003,P0031,134,57,55
8/10/2022,S003,P0046,153,71,58
8/10/2022,S003,P0057,140,105,122
8/10/2022,S003,P0061,134,50,40
8/10/2022,S003,P0066,100,79,67
8/10/2022,S003,P0067,73,77,71
8/10/2022,S003,P0068,50,41,33
8/10/2022,S003,P0069,118,55,47
8/10/2022,S003,P0070,132,73,84
8/10/2022,S003,P0079,134,111,130
8/10/2022,S003,P0083,179,106,125
8/10/2022,S003,P0085,84,74,70
8/10/2022,S003,P0094,175,93,95
8/10/2022,S003,P0096,121,107,110
8/10/2022,S003,P0116,177,80,95
8/10/2022,S003,P0125,169,92,91
8/10/2022,S003,P0126,197,111,121
8/10/2022,S003,P0129,150,123,108
8/10/2022,S003,P0133,177,165,143
8/10/2022,S003,P0149,255,169,165
8/10/2022,S003,P0153,36,32,26
8/10/2022,S003,P0159,137,82,82
8/10/2022,S003,P0166,96,98,79
8/10/2022,S003,P0171,134,47,38
8/10/2022,S003,P0175,203,109,126
8/10/2022,S003,P0178,75,51,55
8/10/2022,S003,P0183,126,102,82
8/10/2022,S003,P0187,207,150,142
8/10/2022,S004,P0016,111,89,72
8/10/2022,S004,P0017,190,110,104
8/10/2022,S004,P0031,155,102,110
8/10/2022,S004,P0046,233,167,164
8/10/2022,S004,P0057,124,58,57
8/10/2022,S004,P0061,185,111,119
8/10/2022,S004,P0066,124,54,58
8/10/2022,S004,P0067,187,122,101
8/10/2022,S004,P0068,173,73,76
8/10/2022,S004,P0069,170,72,72
8/10/2022,S004,P0070,181,85,99
8/10/2022,S004,P0079,128,38,44
8/10/2022,S004,P0083,86,74,59
8/10/2022,S004,P0085,101,38,30
8/10/2022,S004,P0094,137,57,49
8/10/2022,S004,P0096,64,55,47
8/10/2022,S004,P0116,111,69,81
8/10/2022,S004,P0125,224,129,144
8/10/2022,S004,P0126,201,137,157
8/10/2022,S004,P0129,191,137,145
8/10/2022,S004,P0133,161,118,106
8/10/2022,S004,P0149,198,110,124
8/10/2022,S004,P0153,91,111,91
8/10/2022,S004,P0159,150,134,133
8/10/2022,S004,P0166,116,68,54
8/10/2022,S004,P0171,105,102,99
8/10/2022,S004,P0175,156,90,72
8/10/2022,S004,P0178,169,101,103
8/10/2022,S004,P0183,130,110,94
8/10/2022,S004,P0187,80,55,57
8/10/2022,S005,P0016,113,55,59
8/10/2022,S005,P0017,139,49,40
8/10/2022,S005,P0031,71,65,65
8/10/2022,S005,P0046,127,63,66
8/10/2022,S005,P0057,221,122,123
8/10/2022,S005,P0061,81,32,31
8/10/2022,S005,P0066,148,123,108
8/10/2022,S005,P0067,136,116,132
8/10/2022,S005,P0068,215,127,125
8/10/2022,S005,P0069,78,60,66
8/10/2022,S005,P0070,69,65,52
8/10/2022,S005,P0079,203,112,122
8/10/2022,S005,P0083,143,93,94
8/10/2022,S005,P0085,163,113,109
8/10/2022,S005,P0094,173,138,145
8/10/2022,S005,P0096,143,131,125
8/10/2022,S005,P0116,282,183,211
8/10/2022,S005,P0125,201,118,126
8/10/2022,S005,P0126,128,105,86
8/10/2022,S005,P0129,130,80,71
8/10/2022,S005,P0133,181,135,145
8/10/2022,S005,P0149,106,103,91
8/10/2022,S005,P0153,150,115,102
8/10/2022,S005,P0159,166,92,83
8/10/2022,S005,P0166,147,83,94
8/10/2022,S005,P0171,211,144,149
8/10/2022,S005,P0175,148,83,98
8/10/2022,S005,P0178,210,124,144
8/10/2022,S005,P0183,190,153,128
8/10/2022,S005,P0187,159,80,72
8/11/2022,S001,P0016,170,109,89
8/11/2022,S001,P0017,102,82,68
8/11/2022,S001,P0031,144,48,48
8/11/2022,S001,P0046,205,104,120
8/11/2022,S001,P0057,170,88,85
8/11/2022,S001,P0061,204,112,114
8/11/2022,S001,P0066,184,103,88
8/11/2022,S001,P0067,103,93,76
8/11/2022,S001,P0068,155,94,77
8/11/2022,S001,P0069,155,113,123
8/11/2022,S001,P0070,212,143,127
8/11/2022,S001,P0079,221,152,176
8/11/2022,S001,P0083,220,161,183
8/11/2022,S001,P0085,128,89,92
8/11/2022,S001,P0094,178,92,108
8/11/2022,S001,P0096,78,95,77
8/11/2022,S001,P0116,160,83,68
8/11/2022,S001,P0125,128,102,108
8/11/2022,S001,P0126,186,104,108
8/11/2022,S001,P0129,169,145,147
8/11/2022,S001,P0133,60,57,51
8/11/2022,S001,P0149,99,77,89
8/11/2022,S001,P0153,111,90,89
8/11/2022,S001,P0159,145,123,136
8/11/2022,S001,P0166,122,86,79
8/11/2022,S001,P0171,71,55,51
8/11/2022,S001,P0175,97,75,64
8/11/2022,S001,P0178,182,126,115
8/11/2022,S001,P0183,94,59,60
8/11/2022,S001,P0187,115,14,20
8/11/2022,S002,P0016,214,139,121
8/11/2022,S002,P0017,162,113,128
8/11/2022,S002,P0031,182,102,101
8/11/2022,S002,P0046,113,94,94
8/11/2022,S002,P0057,97,70,60
8/11/2022,S002,P0061,206,121,133
8/11/2022,S002,P0066,102,38,44
8/11/2022,S002,P0067,115,64,53
8/11/2022,S002,P0068,192,82,95
8/11/2022,S002,P0069,248,148,175
8/11/2022,S002,P0070,171,108,118
8/11/2022,S002,P0079,128,77,66
8/11/2022,S002,P0083,161,91,94
8/11/2022,S002,P0085,204,158,159
8/11/2022,S002,P0094,115,90,84
8/11/2022,S002,P0096,69,65,66
8/11/2022,S002,P0116,120,76,85
8/11/2022,S002,P0125,90,67,60
8/11/2022,S002,P0126,106,91,99
8/11/2022,S002,P0129,194,126,117
8/11/2022,S002,P0133,89,96,82
8/11/2022,S002,P0149,80,89,76
8/11/2022,S002,P0153,156,105,105
8/11/2022,S002,P0159,138,96,110
8/11/2022,S002,P0166,90,86,80
8/11/2022,S002,P0171,128,84,96
8/11/2022,S002,P0175,146,54,59
8/11/2022,S002,P0178,183,88,99
8/11/2022,S002,P0183,154,81,88
8/11/2022,S002,P0187,141,53,46
8/11/2022,S003,P0016,53,45,44
8/11/2022,S003,P0017,112,127,106
8/11/2022,S003,P0031,158,90,79
8/11/2022,S003,P0046,159,102,104
8/11/2022,S003,P0057,152,60,58
8/11/2022,S003,P0061,125,53,58
8/11/2022,S003,P0066,155,155,145
8/11/2022,S003,P0067,116,93,79
8/11/2022,S003,P0068,82,81,76
8/11/2022,S003,P0069,72,61,67
8/11/2022,S003,P0070,98,104,95
8/11/2022,S003,P0079,106,87,79
8/11/2022,S003,P0083,237,159,176
8/11/2022,S003,P0085,155,80,95
8/11/2022,S003,P0094,139,87,72
8/11/2022,S003,P0096,110,118,106
8/11/2022,S003,P0116,144,90,74
8/11/2022,S003,P0125,188,145,154
8/11/2022,S003,P0126,50,50,46
8/11/2022,S003,P0129,120,91,105
8/11/2022,S003,P0133,109,87,88
8/11/2022,S003,P0149,90,80,71
8/11/2022,S003,P0153,121,114,97
8/11/2022,S003,P0159,163,141,131
8/11/2022,S003,P0166,132,88,72
8/11/2022,S003,P0171,127,107,127
8/11/2022,S003,P0175,90,77,82
8/11/2022,S003,P0178,113,60,66
8/11/2022,S003,P0183,158,50,59
8/11/2022,S003,P0187,92,74,68
8/11/2022,S004,P0016,180,109,126
8/11/2022,S004,P0017,135,52,59
8/11/2022,S004,P0031,169,79,87
8/11/2022,S004,P0046,152,90,89
8/11/2022,S004,P0057,164,121,108
8/11/2022,S004,P0061,111,38,38
8/11/2022,S004,P0066,55,50,47
8/11/2022,S004,P0067,182,157,127
8/11/2022,S004,P0068,152,107,125
8/11/2022,S004,P0069,143,89,104
8/11/2022,S004,P0070,119,65,67
8/11/2022,S004,P0079,102,95,80
8/11/2022,S004,P0083,162,110,100
8/11/2022,S004,P0085,197,134,141
8/11/2022,S004,P0094,198,156,144
8/11/2022,S004,P0096,134,81,79
8/11/2022,S004,P0116,193,87,99
8/11/2022,S004,P0125,114,59,70
8/11/2022,S004,P0126,115,84,67
8/11/2022,S004,P0129,195,90,107
8/11/2022,S004,P0133,93,74,76
8/11/2022,S004,P0149,124,78,76
8/11/2022,S004,P0153,102,94,88
8/11/2022,S004,P0159,70,52,52
8/11/2022,S004,P0166,120,62,74
8/11/2022,S004,P0171,135,51,41
8/11/2022,S004,P0175,141,140,125
8/11/2022,S004,P0178,95,11,20
8/11/2022,S004,P0183,83,52,53
8/11/2022,S004,P0187,96,89,88
8/11/2022,S005,P0016,189,97,92
8/11/2022,S005,P0017,115,64,66
8/11/2022,S005,P0031,89,66,69
8/11/2022,S005,P0046,156,84,92
8/11/2022,S005,P0057,113,54,56
8/11/2022,S005,P0061,237,138,160
8/11/2022,S005,P0066,170,63,74
8/11/2022,S005,P0067,142,58,60
8/11/2022,S005,P0068,160,80,93
8/11/2022,S005,P0069,169,112,117
8/11/2022,S005,P0070,163,90,97
8/11/2022,S005,P0079,199,176,183
8/11/2022,S005,P0083,118,71,59
8/11/2022,S005,P0085,159,89,90
8/11/2022,S005,P0094,191,101,99
8/11/2022,S005,P0096,82,41,33
8/11/2022,S005,P0116,139,115,118
8/11/2022,S005,P0125,143,117,129
8/11/2022,S005,P0126,120,90,90
8/11/2022,S005,P0129,141,76,88
8/11/2022,S005,P0133,116,107,112
8/11/2022,S005,P0149,126,74,68
8/11/2022,S005,P0153,95,87,88
8/11/2022,S005,P0159,246,152,170
8/11/2022,S005,P0166,156,82,75
8/11/2022,S005,P0171,185,108,119
8/11/2022,S005,P0175,202,102,113
8/11/2022,S005,P0178,181,91,98
8/11/2022,S005,P0183,112,85,82
8/11/2022,S005,P0187,171,116,120
8/12/2022,S001,P0016,200,113,110
8/12/2022,S001,P0017,140,76,85
8/12/2022,S001,P0031,165,93,103
8/12/2022,S001,P0046,121,70,61
8/12/2022,S001,P0057,114,46,53
8/12/2022,S001,P0061,169,106,108
8/12/2022,S001,P0066,170,109,120
8/12/2022,S001,P0067,110,116,104
8/12/2022,S001,P0068,79,91,74
8/12/2022,S001,P0069,113,90,89
8/12/2022,S001,P0070,85,74,76
8/12/2022,S001,P0079,151,64,62
8/12/2022,S001,P0083,166,86,88
8/12/2022,S001,P0085,36,38,31
8/12/2022,S001,P0094,204,94,106
8/12/2022,S001,P0096,201,148,121
8/12/2022,S001,P0116,94,43,37
8/12/2022,S001,P0125,107,100,82
8/12/2022,S001,P0126,170,125,133
8/12/2022,S001,P0129,124,88,81
8/12/2022,S001,P0133,134,102,96
8/12/2022,S001,P0149,125,113,110
8/12/2022,S001,P0153,113,95,87
8/12/2022,S001,P0159,165,173,153
8/12/2022,S001,P0166,133,96,80
8/12/2022,S001,P0171,179,104,92
8/12/2022,S001,P0175,174,134,108
8/12/2022,S001,P0178,156,99,99
8/12/2022,S001,P0183,95,61,68
8/12/2022,S001,P0187,124,64,59
8/12/2022,S002,P0016,112,51,50
8/12/2022,S002,P0017,80,60,51
8/12/2022,S002,P0031,152,111,132
8/12/2022,S002,P0046,179,81,88
8/12/2022,S002,P0057,206,139,146
8/12/2022,S002,P0061,96,59,70
8/12/2022,S002,P0066,147,82,90
8/12/2022,S002,P0067,75,54,51
8/12/2022,S002,P0068,127,47,47
8/12/2022,S002,P0069,54,34,33
8/12/2022,S002,P0070,117,59,63
8/12/2022,S002,P0079,123,82,77
8/12/2022,S002,P0083,200,120,134
8/12/2022,S002,P0085,166,133,151
8/12/2022,S002,P0094,83,52,42
8/12/2022,S002,P0096,182,96,98
8/12/2022,S002,P0116,83,61,72
8/12/2022,S002,P0125,121,71,59
8/12/2022,S002,P0126,138,55,62
8/12/2022,S002,P0129,65,44,42
8/12/2022,S002,P0133,106,38,38
8/12/2022,S002,P0149,113,104,102
8/12/2022,S002,P0153,123,94,105
8/12/2022,S002,P0159,118,74,87
8/12/2022,S002,P0166,166,101,92
8/12/2022,S002,P0171,209,175,158
8/12/2022,S002,P0175,168,85,77
8/12/2022,S002,P0178,120,109,88
8/12/2022,S002,P0183,155,52,61
8/12/2022,S002,P0187,135,107,99
8/12/2022,S003,P0016,201,107,123
8/12/2022,S003,P0017,101,61,55
8/12/2022,S003,P0031,57,42,38
8/12/2022,S003,P0046,112,72,81
8/12/2022,S003,P0057,150,67,72
8/12/2022,S003,P0061,187,119,113
8/12/2022,S003,P0066,103,76,74
8/12/2022,S003,P0067,113,69,60
8/12/2022,S003,P0068,209,121,143
8/12/2022,S003,P0069,194,99,114
8/12/2022,S003,P0070,97,103,96
8/12/2022,S003,P0079,234,133,149
8/12/2022,S003,P0083,143,91,87
8/12/2022,S003,P0085,60,50,40
8/12/2022,S003,P0094,174,130,135
8/12/2022,S003,P0096,178,81,83
8/12/2022,S003,P0116,94,72,85
8/12/2022,S003,P0125,90,29,24
8/12/2022,S003,P0126,128,55,57
8/12/2022,S003,P0129,166,123,104
8/12/2022,S003,P0133,139,89,73
8/12/2022,S003,P0149,171,106,119
8/12/2022,S003,P0153,125,97,88
8/12/2022,S003,P0159,134,119,106
8/12/2022,S003,P0166,85,81,67
8/12/2022,S003,P0171,115,50,51
8/12/2022,S003,P0175,141,64,54
8/12/2022,S003,P0178,108,112,97
8/12/2022,S003,P0183,141,76,83
8/12/2022,S003,P0187,81,61,59
8/12/2022,S004,P0016,99,62,50
8/12/2022,S004,P0017,105,75,63
8/12/2022,S004,P0031,172,102,84
8/12/2022,S004,P0046,152,70,77
8/12/2022,S004,P0057,164,79,80
8/12/2022,S004,P0061,115,86,94
8/12/2022,S004,P0066,157,116,95
8/12/2022,S004,P0067,171,128,129
8/12/2022,S004,P0068,64,65,58
8/12/2022,S004,P0069,174,168,159
8/12/2022,S004,P0070,163,104,102
8/12/2022,S004,P0079,82,77,68
8/12/2022,S004,P0083,218,102,119
8/12/2022,S004,P0085,168,85,89
8/12/2022,S004,P0094,190,83,95
8/12/2022,S004,P0096,105,91,78
8/12/2022,S004,P0116,175,114,124
8/12/2022,S004,P0125,113,65,56
8/12/2022,S004,P0126,198,135,113
8/12/2022,S004,P0129,89,84,69
8/12/2022,S004,P0133,151,136,119
8/12/2022,S004,P0149,108,14,20
8/12/2022,S004,P0153,133,110,127
8/12/2022,S004,P0159,222,125,146
8/12/2022,S004,P0166,102,107,97
8/12/2022,S004,P0171,131,66,77
8/12/2022,S004,P0175,118,62,65
8/12/2022,S004,P0178,116,71,64
8/12/2022,S004,P0183,65,51,57
8/12/2022,S004,P0187,147,59,62
8/12/2022,S005,P0016,109,83,97
8/12/2022,S005,P0017,102,103,100
8/12/2022,S005,P0031,151,48,52
8/12/2022,S005,P0046,100,94,77
8/12/2022,S005,P0057,118,100,106
8/12/2022,S005,P0061,119,109,112
8/12/2022,S005,P0066,103,83,70
8/12/2022,S005,P0067,196,124,121
8/12/2022,S005,P0068,119,107,101
8/12/2022,S005,P0069,212,131,148
8/12/2022,S005,P0070,138,62,70
8/12/2022,S005,P0079,132,108,100
8/12/2022,S005,P0083,155,71,80
8/12/2022,S005,P0085,85,36,32
8/12/2022,S005,P0094,163,158,130
8/12/2022,S005,P0096,172,79,86
8/12/2022,S005,P0116,74,69,69
8/12/2022,S005,P0125,215,130,142
8/12/2022,S005,P0126,143,63,57
8/12/2022,S005,P0129,197,133,117
8/12/2022,S005,P0133,120,54,57
8/12/2022,S005,P0149,125,90,81
8/12/2022,S005,P0153,112,114,111
8/12/2022,S005,P0159,144,69,62
8/12/2022,S005,P0166,99,59,53
8/12/2022,S005,P0171,110,88,77
8/12/2022,S005,P0175,286,204,204
8/12/2022,S005,P0178,139,111,112
8/12/2022,S005,P0183,59,36,31
8/12/2022,S005,P0187,168,122,119
8/13/2022,S001,P0016,87,59,58
8/13/2022,S001,P0017,280,181,187
8/13/2022,S001,P0031,134,70,61
8/13/2022,S001,P0046,179,155,177
8/13/2022,S001,P0057,174,120,139
8/13/2022,S001,P0061,127,112,122
8/13/2022,S001,P0066,153,84,88
8/13/2022,S001,P0067,218,116,125
8/13/2022,S001,P0068,182,138,161
8/13/2022,S001,P0069,166,108,109
8/13/2022,S001,P0070,112,71,78
8/13/2022,S001,P0079,167,155,146
8/13/2022,S001,P0083,154,103,101
8/13/2022,S001,P0085,184,112,131
8/13/2022,S001,P0094,102,105,93
8/13/2022,S001,P0096,182,132,141
8/13/2022,S001,P0116,109,78,86
8/13/2022,S001,P0125,168,80,85
8/13/2022,S001,P0126,169,74,70
8/13/2022,S001,P0129,126,136,121
8/13/2022,S001,P0133,155,120,126
8/13/2022,S001,P0149,174,91,81
8/13/2022,S001,P0153,128,36,34
8/13/2022,S001,P0159,119,65,58
8/13/2022,S001,P0166,151,122,119
8/13/2022,S001,P0171,131,117,107
8/13/2022,S001,P0175,148,81,93
8/13/2022,S001,P0178,197,114,118
8/13/2022,S001,P0183,178,124,120
8/13/2022,S001,P0187,204,117,112
8/13/2022,S002,P0016,141,90,76
8/13/2022,S002,P0017,184,152,132
8/13/2022,S002,P0031,53,1,20
8/13/2022,S002,P0046,173,80,87
8/13/2022,S002,P0057,94,72,62
8/13/2022,S002,P0061,137,81,92
8/13/2022,S002,P0066,176,75,79
8/13/2022,S002,P0067,79,79,66
8/13/2022,S002,P0068,85,73,70
8/13/2022,S002,P0069,117,64,57
8/13/2022,S002,P0070,158,112,90
8/13/2022,S002,P0079,186,96,109
8/13/2022,S002,P0083,195,131,146
8/13/2022,S002,P0085,97,104,92
8/13/2022,S002,P0094,95,63,50
8/13/2022,S002,P0096,203,97,106
8/13/2022,S002,P0116,89,82,70
8/13/2022,S002,P0125,153,82,82
8/13/2022,S002,P0126,118,88,86
8/13/2022,S002,P0129,234,122,136
8/13/2022,S002,P0133,120,103,110
8/13/2022,S002,P0149,201,103,119
8/13/2022,S002,P0153,94,77,65
8/13/2022,S002,P0159,144,89,105
8/13/2022,S002,P0166,215,110,118
8/13/2022,S002,P0171,176,84,87
8/13/2022,S002,P0175,85,27,22
8/13/2022,S002,P0178,65,54,57
8/13/2022,S002,P0183,208,112,111
8/13/2022,S002,P0187,140,51,49
8/13/2022,S003,P0016,161,86,77
8/13/2022,S003,P0017,141,58,65
8/13/2022,S003,P0031,81,62,56
8/13/2022,S003,P0046,81,69,76
8/13/2022,S003,P0057,201,156,146
8/13/2022,S003,P0061,183,80,86
8/13/2022,S003,P0066,160,90,90
8/13/2022,S003,P0067,133,116,130
8/13/2022,S003,P0068,185,93,93
8/13/2022,S003,P0069,129,84,75
8/13/2022,S003,P0070,89,85,74
8/13/2022,S003,P0079,128,122,121
8/13/2022,S003,P0083,100,58,53
8/13/2022,S003,P0085,180,81,87
8/13/2022,S003,P0094,176,100,118
8/13/2022,S003,P0096,110,104,105
8/13/2022,S003,P0116,128,97,89
8/13/2022,S003,P0125,170,109,118
8/13/2022,S003,P0126,67,21,20
8/13/2022,S003,P0129,97,68,69
8/13/2022,S003,P0133,162,117,121
8/13/2022,S003,P0149,150,64,72
8/13/2022,S003,P0153,148,45,52
8/13/2022,S003,P0159,151,82,80
8/13/2022,S003,P0166,124,69,59
8/13/2022,S003,P0171,192,140,117
8/13/2022,S003,P0175,129,137,129
8/13/2022,S003,P0178,161,115,122
8/13/2022,S003,P0183,164,89,78
8/13/2022,S003,P0187,148,151,128
8/13/2022,S004,P0016,44,42,35
8/13/2022,S004,P0017,179,122,97
8/13/2022,S004,P0031,139,126,130
8/13/2022,S004,P0046,164,122,99
8/13/2022,S004,P0057,214,170,140
8/13/2022,S004,P0061,82,82,78
8/13/2022,S004,P0066,173,93,94
8/13/2022,S004,P0067,73,63,55
8/13/2022,S004,P0068,128,81,67
8/13/2022,S004,P0069,230,140,163
8/13/2022,S004,P0070,87,55,65
8/13/2022,S004,P0079,212,187,204
8/13/2022,S004,P0083,134,64,68
8/13/2022,S004,P0085,139,88,93
8/13/2022,S004,P0094,104,95,96
8/13/2022,S004,P0096,129,103,115
8/13/2022,S004,P0116,240,132,148
8/13/2022,S004,P0125,178,95,98
8/13/2022,S004,P0126,259,150,171
8/13/2022,S004,P0129,136,57,58
8/13/2022,S004,P0133,172,99,103
8/13/2022,S004,P0149,148,102,107
8/13/2022,S004,P0153,128,112,119
8/13/2022,S004,P0159,91,42,37
8/13/2022,S004,P0166,193,144,163
8/13/2022,S004,P0171,120,83,67
8/13/2022,S004,P0175,150,51,56
8/13/2022,S004,P0178,187,124,138
8/13/2022,S004,P0183,30,34,27
8/13/2022,S004,P0187,145,123,140
8/13/2022,S005,P0016,79,41,46
8/13/2022,S005,P0017,174,120,129
8/13/2022,S005,P0031,150,135,144
8/13/2022,S005,P0046,195,128,117
8/13/2022,S005,P0057,172,91,100
8/13/2022,S005,P0061,146,98,115
8/13/2022,S005,P0066,185,123,112
8/13/2022,S005,P0067,73,62,50
8/13/2022,S005,P0068,180,112,123
8/13/2022,S005,P0069,115,96,93
8/13/2022,S005,P0070,128,78,86
8/13/2022,S005,P0079,145,138,115
8/13/2022,S005,P0083,152,110,126
8/13/2022,S005,P0085,79,64,68
8/13/2022,S005,P0094,122,80,80
8/13/2022,S005,P0096,132,46,43
8/13/2022,S005,P0116,95,91,79
8/13/2022,S005,P0125,154,86,78
8/13/2022,S005,P0126,187,104,108
8/13/2022,S005,P0129,209,108,117
8/13/2022,S005,P0133,139,68,73
8/13/2022,S005,P0149,108,67,79
8/13/2022,S005,P0153,151,79,72
8/13/2022,S005,P0159,79,67,61
8/13/2022,S005,P0166,125,116,119
8/13/2022,S005,P0171,168,88,105
8/13/2022,S005,P0175,110,23,20
8/13/2022,S005,P0178,145,111,128
8/13/2022,S005,P0183,78,68,56
8/13/2022,S005,P0187,103,78,68
8/14/2022,S001,P0016,200,133,137
8/14/2022,S001,P0017,141,69,68
8/14/2022,S001,P0031,132,74,59
8/14/2022,S001,P0046,160,175,159
8/14/2022,S001,P0057,152,122,120
8/14/2022,S001,P0061,179,73,86
8/14/2022,S001,P0066,64,69,62
8/14/2022,S001,P0067,175,119,101
8/14/2022,S001,P0068,175,106,102
8/14/2022,S001,P0069,135,76,85
8/14/2022,S001,P0070,97,61,73
8/14/2022,S001,P0079,101,88,74
8/14/2022,S001,P0083,165,115,126
8/14/2022,S001,P0085,125,50,44
8/14/2022,S001,P0094,158,132,130
8/14/2022,S001,P0096,104,124,101
8/14/2022,S001,P0116,179,76,87
8/14/2022,S001,P0125,158,134,129
8/14/2022,S001,P0126,92,71,74
8/14/2022,S001,P0129,228,150,157
8/14/2022,S001,P0133,118,101,114
8/14/2022,S001,P0149,86,63,63
8/14/2022,S001,P0153,102,49,54
8/14/2022,S001,P0159,129,103,85
8/14/2022,S001,P0166,86,65,62
8/14/2022,S001,P0171,193,118,120
8/14/2022,S001,P0175,264,163,166
8/14/2022,S001,P0178,175,87,101
8/14/2022,S001,P0183,79,48,53
8/14/2022,S001,P0187,132,112,124
8/14/2022,S002,P0016,103,77,72
8/14/2022,S002,P0017,203,129,117
8/14/2022,S002,P0031,262,153,168
8/14/2022,S002,P0046,142,113,96
8/14/2022,S002,P0057,52,59,50
8/14/2022,S002,P0061,103,102,82
8/14/2022,S002,P0066,69,86,69
8/14/2022,S002,P0067,147,58,55
8/14/2022,S002,P0068,167,117,114
8/14/2022,S002,P0069,215,114,127
8/14/2022,S002,P0070,81,41,45
8/14/2022,S002,P0079,92,84,92
8/14/2022,S002,P0083,45,50,45
8/14/2022,S002,P0085,136,80,82
8/14/2022,S002,P0094,99,73,70
8/14/2022,S002,P0096,193,141,153
8/14/2022,S002,P0116,163,131,113
8/14/2022,S002,P0125,161,101,96
8/14/2022,S002,P0126,114,79,67
8/14/2022,S002,P0129,138,86,96
8/14/2022,S002,P0133,192,127,129
8/14/2022,S002,P0149,176,90,89
8/14/2022,S002,P0153,132,86,97
8/14/2022,S002,P0159,91,0,20
8/14/2022,S002,P0166,169,95,109
8/14/2022,S002,P0171,139,81,69
8/14/2022,S002,P0175,241,133,154
8/14/2022,S002,P0178,210,159,163
8/14/2022,S002,P0183,121,103,93
8/14/2022,S002,P0187,165,69,74
8/14/2022,S003,P0016,96,41,43
8/14/2022,S003,P0017,177,125,140
8/14/2022,S003,P0031,143,91,90
8/14/2022,S003,P0046,144,72,74
8/14/2022,S003,P0057,144,59,62
8/14/2022,S003,P0061,108,80,89
8/14/2022,S003,P0066,174,111,90
8/14/2022,S003,P0067,128,116,105
8/14/2022,S003,P0068,153,98,94
8/14/2022,S003,P0069,211,102,121
8/14/2022,S003,P0070,252,136,155
8/14/2022,S003,P0079,202,143,131
8/14/2022,S003,P0083,122,88,91
8/14/2022,S003,P0085,96,67,74
8/14/2022,S003,P0094,170,119,97
8/14/2022,S003,P0096,113,49,52
8/14/2022,S003,P0116,230,174,145
8/14/2022,S003,P0125,117,110,105
8/14/2022,S003,P0126,221,109,127
8/14/2022,S003,P0129,67,57,60
8/14/2022,S003,P0133,96,82,73
8/14/2022,S003,P0149,95,77,90
8/14/2022,S003,P0153,146,132,142
8/14/2022,S003,P0159,86,56,56
8/14/2022,S003,P0166,55,39,39
8/14/2022,S003,P0171,142,80,83
8/14/2022,S003,P0175,86,93,86
8/14/2022,S003,P0178,249,141,157
8/14/2022,S003,P0183,90,48,40
8/14/2022,S003,P0187,103,78,84
8/14/2022,S004,P0016,147,111,107
8/14/2022,S004,P0017,155,63,70
8/14/2022,S004,P0031,105,61,54
8/14/2022,S004,P0046,146,83,83
8/14/2022,S004,P0057,176,152,171
8/14/2022,S004,P0061,213,116,114
8/14/2022,S004,P0066,88,66,54
8/14/2022,S004,P0067,275,151,176
8/14/2022,S004,P0068,106,71,67
8/14/2022,S004,P0069,119,110,95
8/14/2022,S004,P0070,150,137,116
8/14/2022,S004,P0079,166,93,110
8/14/2022,S004,P0083,107,101,97
